archivo_publicado,proveedor,id_fuente,url_fuente,licencia,atribucion,clase_imagen,alternativa,etiquetas_es,etiquetas_en,usos
/assets/pictogramas/mulberry98/cereal.svg,Mulberry Symbols,cereal,https://github.com/mulberrysymbols/mulberry-symbols/blob/master/EN/cereal.svg,CC BY-SA 4.0,"Mulberry Symbols © Garry Paxton 2008-2017, © Steve Lee 2018-2026",funcional (en botón) o informativa (en hoja); siempre junto a su texto,"alt="""" porque el texto visible dice lo mismo",Echar los cereales | Cereales | Sacar lo que necesitas,Pour the cereal | Cereal | Get what you need,juego:cual-es-el-primero juego:intruso-compra juego:que-viene-ducharse juego:ordena-preparar-un-desayuno-sencillo juego:que-viene-preparar-un-desayuno-sencillo juego:que-falta-dejar-preparadas-las-cosas-del-dia-siguiente imprimible:desayuno-sencillo imprimible:rutina-preparar-un-desayuno-sencillo
/assets/pictogramas/mulberry98/cereal_bowl.svg,Mulberry Symbols,cereal_bowl,https://github.com/mulberrysymbols/mulberry-symbols/blob/master/EN/cereal_bowl.svg,CC BY-SA 4.0,"Mulberry Symbols © Garry Paxton 2008-2017, © Steve Lee 2018-2026",funcional (en botón) o informativa (en hoja); siempre junto a su texto,"alt="""" porque el texto visible dice lo mismo",Sacar el cuenco | Poner el cereal en el bol,Get out the bowl | Put cereal in the bowl,juego:cual-es-el-primero juego:ordena-preparar-un-desayuno-sencillo juego:que-viene-preparar-un-desayuno-sencillo imprimible:desayuno-sencillo imprimible:rutina-preparar-un-desayuno-sencillo
/assets/pictogramas/mulberry98/chair.svg,Mulberry Symbols,chair,https://github.com/mulberrysymbols/mulberry-symbols/blob/master/EN/chair.svg,CC BY-SA 4.0,"Mulberry Symbols © Garry Paxton 2008-2017, © Steve Lee 2018-2026",funcional (en botón) o informativa (en hoja); siempre junto a su texto,"alt="""" porque el texto visible dice lo mismo",Ponerla en una silla,Put it on a chair,juego:ordena-preparar-la-ropa-del-dia-siguiente juego:que-viene-preparar-la-ropa-del-dia-siguiente imprimible:rutina-preparar-la-ropa-del-dia-siguiente
/assets/pictogramas/mulberry98/clean_room.svg,Mulberry Symbols,clean_room,https://github.com/mulberrysymbols/mulberry-symbols/blob/master/EN/clean_room.svg,CC BY-SA 4.0,"Mulberry Symbols © Garry Paxton 2008-2017, © Steve Lee 2018-2026",funcional (en botón) o informativa (en hoja); siempre junto a su texto,"alt="""" porque el texto visible dice lo mismo",Elegir una zona | Mirar el resultado,Choose one area | Look at the result,juego:que-viene-desayunar juego:ordena-recoger-una-habitacion juego:que-viene-recoger-una-habitacion juego:que-falta-usar-una-lista-de-la-compra imprimible:rutina-recoger-una-habitacion
/assets/pictogramas/mulberry98/clean_window_to.svg,Mulberry Symbols,clean_window_to,https://github.com/mulberrysymbols/mulberry-symbols/blob/master/EN/clean_window_to.svg,CC BY-SA 4.0,"Mulberry Symbols © Garry Paxton 2008-2017, © Steve Lee 2018-2026",funcional (en botón) o informativa (en hoja); siempre junto a su texto,"alt="""" porque el texto visible dice lo mismo",Limpiar,Wipe it,juego:ordena-limpiar-una-superficie juego:que-falta-limpiar-una-superficie imprimible:rutina-limpiar-una-superficie
/assets/pictogramas/mulberry98/cleaner_spray.svg,Mulberry Symbols,cleaner_spray,https://github.com/mulberrysymbols/mulberry-symbols/blob/master/EN/cleaner_spray.svg,CC BY-SA 4.0,"Mulberry Symbols © Garry Paxton 2008-2017, © Steve Lee 2018-2026",funcional (en botón) o informativa (en hoja); siempre junto a su texto,"alt="""" porque el texto visible dice lo mismo",Limpiar el baño | Coger el paño,Clean the bathroom | Take the cloth,juego:dividir-una-tarea-grande juego:ordena-limpiar-una-superficie juego:que-falta-limpiar-una-superficie imprimible:limpiar-la-casa imprimible:rutina-limpiar-una-superficie
/assets/pictogramas/mulberry98/clothes_hanger.svg,Mulberry Symbols,clothes_hanger,https://github.com/mulberrysymbols/mulberry-symbols/blob/master/EN/clothes_hanger.svg,CC BY-SA 4.0,"Mulberry Symbols © Garry Paxton 2008-2017, © Steve Lee 2018-2026",funcional (en botón) o informativa (en hoja); siempre junto a su texto,"alt="""" porque el texto visible dice lo mismo",Dejar la ropa preparada | Lo limpio al armario,Lay out your clothes | Clean clothes in the wardrobe,juego:preparar-la-noche-anterior juego:ordena-quitarse-la-ropa-y-dejarla-en-su-sitio juego:que-falta-quitarse-la-ropa-y-dejarla-en-su-sitio imprimible:la-noche-anterior imprimible:rutina-quitarse-la-ropa-y-dejarla-en-su-sitio
/assets/pictogramas/mulberry98/clothes_neat.svg,Mulberry Symbols,clothes_neat,https://github.com/mulberrysymbols/mulberry-symbols/blob/master/EN/clothes_neat.svg,CC BY-SA 4.0,"Mulberry Symbols © Garry Paxton 2008-2017, © Steve Lee 2018-2026",funcional (en botón) o informativa (en hoja); siempre junto a su texto,"alt="""" porque el texto visible dice lo mismo",Comprobar que está recto | Hacer un montón,Check it is straight | Make a pile,juego:ordena-abrochar-botones juego:que-viene-abrochar-botones juego:ordena-doblar-la-ropa juego:que-falta-doblar-la-ropa
/assets/pictogramas/mulberry98/clothes_peg.svg,Mulberry Symbols,clothes_peg,https://github.com/mulberrysymbols/mulberry-symbols/blob/master/EN/clothes_peg.svg,CC BY-SA 4.0,"Mulberry Symbols © Garry Paxton 2008-2017, © Steve Lee 2018-2026",funcional (en botón) o informativa (en hoja); siempre junto a su texto,"alt="""" porque el texto visible dice lo mismo",Poner las pinzas,Use the pegs,juego:ordena-tender-la-ropa juego:que-falta-tender-la-ropa imprimible:rutina-tender-la-ropa
/assets/pictogramas/mulberry98/cupboard.svg,Mulberry Symbols,cupboard,https://github.com/mulberrysymbols/mulberry-symbols/blob/master/EN/cupboard.svg,CC BY-SA 4.0,"Mulberry Symbols © Garry Paxton 2008-2017, © Steve Lee 2018-2026",funcional (en botón) o informativa (en hoja); siempre junto a su texto,"alt="""" porque el texto visible dice lo mismo",Armario | Guardar en el armario | Mirar dónde va,Wardrobe | Put it in the wardrobe | Look where it goes,juego:recoge-la-habitacion juego:empareja-sitio-objeto juego:doblar-la-ropa juego:ordena-guardar-los-objetos-en-su-lugar juego:primero-guardar-los-objetos-en-su-lugar imprimible:doblar-la-ropa imprimible:rutina-guardar-los-objetos-en-su-lugar
/assets/pictogramas/mulberry98/curtains.svg,Mulberry Symbols,curtains,https://github.com/mulberrysymbols/mulberry-symbols/blob/master/EN/curtains.svg,CC BY-SA 4.0,"Mulberry Symbols © Garry Paxton 2008-2017, © Steve Lee 2018-2026",funcional (en botón) o informativa (en hoja); siempre junto a su texto,"alt="""" porque el texto visible dice lo mismo",Abrir la persiana | Cerrar la cortina,Open the curtains | Close the curtains,juego:ordena-levantarse juego:que-viene-levantarse juego:ordena-preparar-el-ambiente-de-descanso juego:que-viene-preparar-el-ambiente-de-descanso imprimible:rutina-levantarse imprimible:rutina-preparar-el-ambiente-de-descanso
/assets/pictogramas/mulberry98/dentist_1a.svg,Mulberry Symbols,dentist_1a,https://github.com/mulberrysymbols/mulberry-symbols/blob/master/EN/dentist_1a.svg,CC BY-SA 4.0,"Mulberry Symbols © Garry Paxton 2008-2017, © Steve Lee 2018-2026",funcional (en botón) o informativa (en hoja); siempre junto a su texto,"alt="""" porque el texto visible dice lo mismo",Ver las fotos del sitio,Look at photos of the place,juego:ordena-prepararse-para-el-dentista juego:que-viene-prepararse-para-el-dentista imprimible:rutina-prepararse-para-el-dentista
/assets/pictogramas/mulberry98/deodorant.svg,Mulberry Symbols,deodorant,https://github.com/mulberrysymbols/mulberry-symbols/blob/master/EN/deodorant.svg,CC BY-SA 4.0,"Mulberry Symbols © Garry Paxton 2008-2017, © Steve Lee 2018-2026",funcional (en botón) o informativa (en hoja); siempre junto a su texto,"alt="""" porque el texto visible dice lo mismo",Ponerte desodorante | Coger el desodorante | Ponerlo,Put on deodorant | Take the deodorant | Put it on,juego:que-viene-ponerse-y-quitarse-los-zapatos juego:ordena-usar-desodorante juego:primero-usar-desodorante juego:que-falta-terminar-una-actividad imprimible:rutina-usar-desodorante
/assets/pictogramas/mulberry98/desk.svg,Mulberry Symbols,desk,https://github.com/mulberrysymbols/mulberry-symbols/blob/master/EN/desk.svg,CC BY-SA 4.0,"Mulberry Symbols © Garry Paxton 2008-2017, © Steve Lee 2018-2026",funcional (en botón) o informativa (en hoja); siempre junto a su texto,"alt="""" porque el texto visible dice lo mismo",Ordenar la mesa | Quitar lo que no hace falta | Dejar la mesa despejada,Tidy the desk | Clear what you do not need | Leave the desk clear,juego:volver-del-descanso juego:que-viene-lavarse-los-dientes juego:que-viene-usar-el-microondas-con-seguridad juego:ordena-preparar-el-escritorio juego:que-falta-preparar-el-escritorio juego:ordena-guardar-los-materiales juego:primero-guardar-los-materiales imprimible:empezar-una-tarea imprimible:rutina-preparar-el-escritorio imprimible:rutina-guardar-los-materiales
/assets/pictogramas/mulberry98/dry_hands_to.svg,Mulberry Symbols,dry_hands_to,https://github.com/mulberrysymbols/mulberry-symbols/blob/master/EN/dry_hands_to.svg,CC BY-SA 4.0,"Mulberry Symbols © Garry Paxton 2008-2017, © Steve Lee 2018-2026",funcional (en botón) o informativa (en hoja); siempre junto a su texto,"alt="""" porque el texto visible dice lo mismo",Secarse las manos | Secar las manos,Dry your hands,juego:lavarse-las-manos juego:ordena-lavarse-las-manos juego:que-viene-lavarse-las-manos imprimible:lavarse-las-manos imprimible:ir-al-bano
/assets/pictogramas/mulberry98/envelope.svg,Mulberry Symbols,envelope,https://github.com/mulberrysymbols/mulberry-symbols/blob/master/EN/envelope.svg,CC BY-SA 4.0,"Mulberry Symbols © Garry Paxton 2008-2017, © Steve Lee 2018-2026",funcional (en botón) o informativa (en hoja); siempre junto a su texto,"alt="""" porque el texto visible dice lo mismo",Un sobre viejo | Enviarla | Responder un correo | Factura de la luz | Carta del banco | Recibo por pagar | Llevarla o enviarla,An old envelope | Send it | Answer an email | Electricity bill | Letter from the bank | Bill to pay | Take it or send it,juego:recoge-la-habitacion juego:separa-para-reciclar juego:responder-un-correo juego:demasiadas-tareas juego:ordenar-papeles juego:ordena-entregar-una-tarea juego:que-falta-entregar-una-tarea imprimible:responder-un-correo imprimible:rutina-entregar-una-tarea
/assets/pictogramas/mulberry98/food.svg,Mulberry Symbols,food,https://github.com/mulberrysymbols/mulberry-symbols/blob/master/EN/food.svg,CC BY-SA 4.0,"Mulberry Symbols © Garry Paxton 2008-2017, © Steve Lee 2018-2026",funcional (en botón) o informativa (en hoja); siempre junto a su texto,"alt="""" porque el texto visible dice lo mismo",Sacar los ingredientes | Separar lo de la comida,Get the ingredients | Set aside food money,juego:ordena-seguir-una-receta-visual-sencilla juego:que-viene-seguir-una-receta-visual-sencilla juego:ordena-manejar-el-dinero-de-la-semana juego:que-viene-manejar-el-dinero-de-la-semana imprimible:rutina-seguir-una-receta-visual-sencilla imprimible:rutina-manejar-el-dinero-de-la-semana
/assets/pictogramas/mulberry98/fork.svg,Mulberry Symbols,fork,https://github.com/mulberrysymbols/mulberry-symbols/blob/master/EN/fork.svg,CC BY-SA 4.0,"Mulberry Symbols © Garry Paxton 2008-2017, © Steve Lee 2018-2026",funcional (en botón) o informativa (en hoja); siempre junto a su texto,"alt="""" porque el texto visible dice lo mismo",Tenedor,Fork,juego:intruso-ducha juego:pon-la-mesa juego:memoria-de-la-cocina juego:busca-lo-del-bano juego:ordena-poner-la-mesa juego:que-viene-poner-la-mesa imprimible:rutina-poner-la-mesa
/assets/pictogramas/mulberry98/fridge.svg,Mulberry Symbols,fridge,https://github.com/mulberrysymbols/mulberry-symbols/blob/master/EN/fridge.svg,CC BY-SA 4.0,"Mulberry Symbols © Garry Paxton 2008-2017, © Steve Lee 2018-2026",funcional (en botón) o informativa (en hoja); siempre junto a su texto,"alt="""" porque el texto visible dice lo mismo",Nevera | Abrir la nevera | Cerrar la nevera | Mirar lo que falta,Fridge | Open the fridge | Close the fridge | See what you need,juego:donde-pasa-esto juego:empareja-sitio-objeto juego:memoria-de-la-cocina juego:ordena-guardar-la-comida juego:que-falta-guardar-la-comida juego:que-falta-esperar juego:ordena-usar-una-lista-de-la-compra juego:que-falta-usar-una-lista-de-la-compra imprimible:rutina-guardar-la-comida imprimible:rutina-usar-una-lista-de-la-compra
/assets/pictogramas/mulberry98/fruit.svg,Mulberry Symbols,fruit,https://github.com/mulberrysymbols/mulberry-symbols/blob/master/EN/fruit.svg,CC BY-SA 4.0,"Mulberry Symbols © Garry Paxton 2008-2017, © Steve Lee 2018-2026",funcional (en botón) o informativa (en hoja); siempre junto a su texto,"alt="""" porque el texto visible dice lo mismo",Meter la fruta,Put in the fruit,juego:ordena-preparar-la-comida-para-llevar juego:que-viene-preparar-la-comida-para-llevar imprimible:rutina-preparar-la-comida-para-llevar
/assets/pictogramas/mulberry98/hairbrush.svg,Mulberry Symbols,hairbrush,https://github.com/mulberrysymbols/mulberry-symbols/blob/master/EN/hairbrush.svg,CC BY-SA 4.0,"Mulberry Symbols © Garry Paxton 2008-2017, © Steve Lee 2018-2026",funcional (en botón) o informativa (en hoja); siempre junto a su texto,"alt="""" porque el texto visible dice lo mismo",Cepillo del pelo | Coger el cepillo del pelo,Hairbrush | Take the hairbrush,juego:objeto-accion juego:pon-la-mesa juego:busca-lo-del-bano juego:memoria-de-la-higiene juego:ordena-peinarse juego:que-falta-peinarse juego:que-viene-contestar-a-la-puerta-o-al-telefono imprimible:rutina-peinarse
/assets/pictogramas/mulberry98/hello.svg,Mulberry Symbols,hello,https://github.com/mulberrysymbols/mulberry-symbols/blob/master/EN/hello.svg,CC BY-SA 4.0,"Mulberry Symbols © Garry Paxton 2008-2017, © Steve Lee 2018-2026",funcional (en botón) o informativa (en hoja); siempre junto a su texto,"alt="""" porque el texto visible dice lo mismo",Saludar,Say hello,juego:ordena-contestar-a-la-puerta-o-al-telefono juego:que-viene-contestar-a-la-puerta-o-al-telefono imprimible:rutina-contestar-a-la-puerta-o-al-telefono
/assets/pictogramas/mulberry98/hot.svg,Mulberry Symbols,hot,https://github.com/mulberrysymbols/mulberry-symbols/blob/master/EN/hot.svg,CC BY-SA 4.0,"Mulberry Symbols © Garry Paxton 2008-2017, © Steve Lee 2018-2026",funcional (en botón) o informativa (en hoja); siempre junto a su texto,"alt="""" porque el texto visible dice lo mismo",Hoy hace calor | Sacarlo con cuidado: quema,It is hot today | Take it out carefully: it is hot,juego:vistete-para-el-tiempo juego:ordena-usar-el-microondas-con-seguridad juego:que-viene-usar-el-microondas-con-seguridad imprimible:rutina-usar-el-microondas-con-seguridad
/assets/pictogramas/mulberry98/jumper.svg,Mulberry Symbols,jumper,https://github.com/mulberrysymbols/mulberry-symbols/blob/master/EN/jumper.svg,CC BY-SA 4.0,"Mulberry Symbols © Garry Paxton 2008-2017, © Steve Lee 2018-2026",funcional (en botón) o informativa (en hoja); siempre junto a su texto,"alt="""" porque el texto visible dice lo mismo",Elegir la parte de arriba | Parte de arriba,Choose the top | Top,juego:ordena-elegir-la-ropa juego:que-viene-elegir-la-ropa juego:ordena-vestirse-por-orden juego:que-viene-vestirse-por-orden imprimible:rutina-elegir-la-ropa imprimible:rutina-vestirse-por-orden
/assets/pictogramas/mulberry98/knife.svg,Mulberry Symbols,knife,https://github.com/mulberrysymbols/mulberry-symbols/blob/master/EN/knife.svg,CC BY-SA 4.0,"Mulberry Symbols © Garry Paxton 2008-2017, © Steve Lee 2018-2026",funcional (en botón) o informativa (en hoja); siempre junto a su texto,"alt="""" porque el texto visible dice lo mismo",Cuchillo | Abrir el pan con cuidado | Abrirlo,Knife | Carefully open the bread | Open it,juego:pon-la-mesa juego:ordena-el-bocadillo juego:ordena-preparar-un-bocadillo juego:que-viene-preparar-un-bocadillo juego:ordena-poner-la-mesa juego:que-viene-poner-la-mesa imprimible:preparar-un-bocadillo imprimible:rutina-poner-la-mesa
/assets/pictogramas/mulberry98/lamp.svg,Mulberry Symbols,lamp,https://github.com/mulberrysymbols/mulberry-symbols/blob/master/EN/lamp.svg,CC BY-SA 4.0,"Mulberry Symbols © Garry Paxton 2008-2017, © Steve Lee 2018-2026",funcional (en botón) o informativa (en hoja); siempre junto a su texto,"alt="""" porque el texto visible dice lo mismo",Dejar solo una luz baja | Lámpara | Bajar la luz | Apagar la luz,Leave just a low light | Lamp | Dim the light | Turn off the light | Lower the light,juego:prepara-tu-mochila juego:donde-pasa-esto juego:antes-de-dormir juego:ordena-apagar-pantallas-y-luces juego:que-falta-apagar-pantallas-y-luces juego:ordena-acostarse juego:que-falta-acostarse juego:ordena-preparar-el-ambiente-de-descanso juego:que-viene-preparar-el-ambiente-de-descanso imprimible:noche-antes-de-dormir imprimible:rutina-apagar-pantallas-y-luces imprimible:rutina-acostarse imprimible:rutina-preparar-el-ambiente-de-descanso
/assets/pictogramas/mulberry98/laundry_basket.svg,Mulberry Symbols,laundry_basket,https://github.com/mulberrysymbols/mulberry-symbols/blob/master/EN/laundry_basket.svg,CC BY-SA 4.0,"Mulberry Symbols © Garry Paxton 2008-2017, © Steve Lee 2018-2026",funcional (en botón) o informativa (en hoja); siempre junto a su texto,"alt="""" porque el texto visible dice lo mismo",Lo sucio al cesto | Ropa al cesto | Cada montón en su sitio | Sacar la ropa,Dirty clothes in the basket | Clothes in the basket | Each pile in its place | Take out the washing,juego:ordena-quitarse-la-ropa-y-dejarla-en-su-sitio juego:que-falta-quitarse-la-ropa-y-dejarla-en-su-sitio juego:que-viene-ponerse-el-abrigo-y-salir juego:ordena-recoger-una-habitacion juego:que-viene-recoger-una-habitacion juego:ordena-clasificar-la-ropa juego:que-falta-clasificar-la-ropa juego:ordena-tender-la-ropa juego:que-falta-tender-la-ropa juego:que-falta-recargar-el-abono-de-transporte imprimible:rutina-quitarse-la-ropa-y-dejarla-en-su-sitio imprimible:rutina-recoger-una-habitacion imprimible:rutina-clasificar-la-ropa imprimible:rutina-tender-la-ropa
/assets/pictogramas/mulberry98/lunch_box.svg,Mulberry Symbols,lunch_box,https://github.com/mulberrysymbols/mulberry-symbols/blob/master/EN/lunch_box.svg,CC BY-SA 4.0,"Mulberry Symbols © Garry Paxton 2008-2017, © Steve Lee 2018-2026",funcional (en botón) o informativa (en hoja); siempre junto a su texto,"alt="""" porque el texto visible dice lo mismo",Guardarlo en la fiambrera | Comida preparada | Meter la comida | Guardarlo o comerlo | Coger la fiambrera | Cerrar,Put it in the lunch box | Lunch ready | Put in your lunch | Wrap it or eat it | Take the lunch box | Close it,juego:ordena-el-bocadillo juego:preparar-la-noche-anterior juego:que-viene-cortarse-las-unas juego:ordena-preparar-la-mochila juego:que-viene-preparar-la-mochila juego:ordena-preparar-un-bocadillo juego:que-viene-preparar-un-bocadillo juego:ordena-preparar-la-comida-para-llevar juego:que-viene-preparar-la-comida-para-llevar juego:que-viene-manejar-el-dinero-de-la-semana imprimible:la-noche-anterior imprimible:preparar-un-bocadillo imprimible:rutina-preparar-la-comida-para-llevar
/assets/pictogramas/mulberry98/microwave.svg,Mulberry Symbols,microwave,https://github.com/mulberrysymbols/mulberry-symbols/blob/master/EN/microwave.svg,CC BY-SA 4.0,"Mulberry Symbols © Garry Paxton 2008-2017, © Steve Lee 2018-2026",funcional (en botón) o informativa (en hoja); siempre junto a su texto,"alt="""" porque el texto visible dice lo mismo",Microondas | Meterlo en el microondas,Microwave | Put it in the microwave,juego:donde-pasa-esto juego:mochila-del-finde juego:memoria-de-la-cocina juego:ordena-usar-el-microondas-con-seguridad juego:que-viene-usar-el-microondas-con-seguridad imprimible:rutina-usar-el-microondas-con-seguridad
/assets/pictogramas/mulberry98/milk.svg,Mulberry Symbols,milk,https://github.com/mulberrysymbols/mulberry-symbols/blob/master/EN/milk.svg,CC BY-SA 4.0,"Mulberry Symbols © Garry Paxton 2008-2017, © Steve Lee 2018-2026",funcional (en botón) o informativa (en hoja); siempre junto a su texto,"alt="""" porque el texto visible dice lo mismo",Echar la leche | Añadir la leche,Pour the milk | Add the milk,juego:cual-es-el-primero juego:ordena-preparar-un-desayuno-sencillo juego:que-viene-preparar-un-desayuno-sencillo imprimible:desayuno-sencillo imprimible:rutina-preparar-un-desayuno-sencillo
/assets/pictogramas/mulberry98/mirror.svg,Mulberry Symbols,mirror,https://github.com/mulberrysymbols/mulberry-symbols/blob/master/EN/mirror.svg,CC BY-SA 4.0,"Mulberry Symbols © Garry Paxton 2008-2017, © Steve Lee 2018-2026",funcional (en botón) o informativa (en hoja); siempre junto a su texto,"alt="""" porque el texto visible dice lo mismo",Espejo | Mirarse,Mirror | Look in the mirror,juego:ordena-peinarse juego:que-falta-peinarse imprimible:rutina-peinarse
/assets/pictogramas/mulberry98/morning.svg,Mulberry Symbols,morning,https://github.com/mulberrysymbols/mulberry-symbols/blob/master/EN/morning.svg,CC BY-SA 4.0,"Mulberry Symbols © Garry Paxton 2008-2017, © Steve Lee 2018-2026",funcional (en botón) o informativa (en hoja); siempre junto a su texto,"alt="""" porque el texto visible dice lo mismo",Cogerlo por la mañana,Take it in the morning,juego:ordena-cargar-el-telefono juego:que-falta-cargar-el-telefono imprimible:rutina-cargar-el-telefono
/assets/pictogramas/mulberry98/mouthwash.svg,Mulberry Symbols,mouthwash,https://github.com/mulberrysymbols/mulberry-symbols/blob/master/EN/mouthwash.svg,CC BY-SA 4.0,"Mulberry Symbols © Garry Paxton 2008-2017, © Steve Lee 2018-2026",funcional (en botón) o informativa (en hoja); siempre junto a su texto,"alt="""" porque el texto visible dice lo mismo",Enjuagar,Rinse,juego:ordena-lavarse-los-dientes juego:que-viene-lavarse-los-dientes
/assets/pictogramas/mulberry98/nail_clippers.svg,Mulberry Symbols,nail_clippers,https://github.com/mulberrysymbols/mulberry-symbols/blob/master/EN/nail_clippers.svg,CC BY-SA 4.0,"Mulberry Symbols © Garry Paxton 2008-2017, © Steve Lee 2018-2026",funcional (en botón) o informativa (en hoja); siempre junto a su texto,"alt="""" porque el texto visible dice lo mismo",Coger el cortaúñas | Cortar una mano | Cortar la otra mano,Take the nail clippers | Cut one hand | Cut the other hand,juego:que-viene-atarse-los-cordones juego:ordena-cortarse-las-unas juego:que-viene-cortarse-las-unas juego:que-falta-prepararse-para-salir
/assets/pictogramas/mulberry98/nail_file.svg,Mulberry Symbols,nail_file,https://github.com/mulberrysymbols/mulberry-symbols/blob/master/EN/nail_file.svg,CC BY-SA 4.0,"Mulberry Symbols © Garry Paxton 2008-2017, © Steve Lee 2018-2026",funcional (en botón) o informativa (en hoja); siempre junto a su texto,"alt="""" porque el texto visible dice lo mismo",Limar,File,juego:ordena-cortarse-las-unas juego:que-viene-cortarse-las-unas
/assets/pictogramas/mulberry98/now.svg,Mulberry Symbols,now,https://github.com/mulberrysymbols/mulberry-symbols/blob/master/EN/now.svg,CC BY-SA 4.0,"Mulberry Symbols © Garry Paxton 2008-2017, © Steve Lee 2018-2026",funcional (en botón) o informativa (en hoja); siempre junto a su texto,"alt="""" porque el texto visible dice lo mismo",Ahora | Ya toca,Now | Now it is time,juego:demasiadas-tareas juego:ordena-esperar juego:que-falta-esperar imprimible:rutina-esperar
/assets/pictogramas/mulberry98/open.svg,Mulberry Symbols,open,https://github.com/mulberrysymbols/mulberry-symbols/blob/master/EN/open.svg,CC BY-SA 4.0,"Mulberry Symbols © Garry Paxton 2008-2017, © Steve Lee 2018-2026",funcional (en botón) o informativa (en hoja); siempre junto a su texto,"alt="""" porque el texto visible dice lo mismo",Mirar por dónde se abre | Abrir,Look for the opening | Open it,juego:que-falta-limpiar-una-superficie juego:que-falta-terminar-una-actividad juego:ordena-abrir-un-envase-dificil juego:que-falta-abrir-un-envase-dificil imprimible:rutina-abrir-un-envase-dificil
/assets/pictogramas/mulberry98/pants.svg,Mulberry Symbols,pants,https://github.com/mulberrysymbols/mulberry-symbols/blob/master/EN/pants.svg,CC BY-SA 4.0,"Mulberry Symbols © Garry Paxton 2008-2017, © Steve Lee 2018-2026",funcional (en botón) o informativa (en hoja); siempre junto a su texto,"alt="""" porque el texto visible dice lo mismo",Ropa interior,Underwear,juego:ordena-vestirse-por-orden juego:que-viene-vestirse-por-orden juego:que-viene-seguir-un-horario-del-dia juego:que-viene-preparar-el-ambiente-de-descanso imprimible:rutina-vestirse-por-orden
/assets/pictogramas/mulberry98/pencil_case.svg,Mulberry Symbols,pencil_case,https://github.com/mulberrysymbols/mulberry-symbols/blob/master/EN/pencil_case.svg,CC BY-SA 4.0,"Mulberry Symbols © Garry Paxton 2008-2017, © Steve Lee 2018-2026",funcional (en botón) o informativa (en hoja); siempre junto a su texto,"alt="""" porque el texto visible dice lo mismo",Estuche | Sacar el material | Meter el estuche | Poner el material | Guardar el estuche,Pencil case | Get your things out | Put in the pencil case | Put out your materials | Put away the pencil case,juego:prepara-tu-mochila juego:recoge-la-habitacion juego:intruso-escritorio juego:cambiar-de-aula juego:ordena-preparar-la-mochila juego:que-viene-preparar-la-mochila juego:ordena-preparar-el-escritorio juego:que-falta-preparar-el-escritorio juego:ordena-guardar-los-materiales juego:primero-guardar-los-materiales imprimible:preparar-la-mochila imprimible:rutina-preparar-el-escritorio imprimible:rutina-guardar-los-materiales
/assets/pictogramas/mulberry98/plate.svg,Mulberry Symbols,plate,https://github.com/mulberrysymbols/mulberry-symbols/blob/master/EN/plate.svg,CC BY-SA 4.0,"Mulberry Symbols © Garry Paxton 2008-2017, © Steve Lee 2018-2026",funcional (en botón) o informativa (en hoja); siempre junto a su texto,"alt="""" porque el texto visible dice lo mismo",Plato | Servir en el plato | Llevar los platos | Tapar la comida | Poner la comida en un plato,Plate | Serve it on the plate | Take the plates | Cover the food | Put the food on a plate,juego:donde-pasa-esto juego:pon-la-mesa juego:empareja-sitio-objeto juego:memoria-de-la-cocina juego:que-viene-secarse juego:que-falta-peinarse juego:que-viene-ir-al-bano juego:que-viene-cuidado-menstrual juego:ordena-poner-la-mesa juego:que-viene-poner-la-mesa juego:ordena-recoger-la-mesa juego:que-falta-recoger-la-mesa juego:ordena-guardar-la-comida juego:que-falta-guardar-la-comida juego:ordena-usar-el-microondas-con-seguridad juego:que-viene-usar-el-microondas-con-seguridad juego:que-falta-acostarse juego:que-viene-preparar-el-ambiente-de-descanso juego:que-falta-tomar-la-medicacion juego:que-viene-prepararse-para-el-dentista imprimible:cocinar-una-receta imprimible:rutina-poner-la-mesa imprimible:rutina-recoger-la-mesa imprimible:rutina-guardar-la-comida imprimible:rutina-usar-el-microondas-con-seguridad
/assets/pictogramas/mulberry98/plug_2.svg,Mulberry Symbols,plug_2,https://github.com/mulberrysymbols/mulberry-symbols/blob/master/EN/plug_2.svg,CC BY-SA 4.0,"Mulberry Symbols © Garry Paxton 2008-2017, © Steve Lee 2018-2026",funcional (en botón) o informativa (en hoja); siempre junto a su texto,"alt="""" porque el texto visible dice lo mismo",Enchufar el teléfono,Plug in the phone,juego:ordena-cargar-el-telefono juego:que-falta-cargar-el-telefono imprimible:rutina-cargar-el-telefono
/assets/pictogramas/mulberry98/razor.svg,Mulberry Symbols,razor,https://github.com/mulberrysymbols/mulberry-symbols/blob/master/EN/razor.svg,CC BY-SA 4.0,"Mulberry Symbols © Garry Paxton 2008-2017, © Steve Lee 2018-2026",funcional (en botón) o informativa (en hoja); siempre junto a su texto,"alt="""" porque el texto visible dice lo mismo",Preparar lo que necesitas,Get what you need,juego:ordena-afeitarse-o-cuidado-personal juego:que-viene-afeitarse-o-cuidado-personal juego:que-viene-salir-del-sitio-cuando-hay-sobrecarga juego:que-falta-recargar-el-abono-de-transporte imprimible:rutina-afeitarse-o-cuidado-personal
